title,id,price,link,brand,availability,image_link,condition,description
"Trixie turvakalteri farmariautoon",4011905131719,79.0 EUR,https://www.retkitukku.fi/valio-turvakalteri-farmariautoon.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/k/a/kalteri.jpg,new,"TURVALLISEMPAA MATKUSTAMISTA TRIXIE FARMARIAUTON TURVAKALTERILLA  Turvakalteri autossa tekee lemmikin tavaratilassa matkustamisesta turvallisempaa sekä lemmikille, että omistajalle. Koira ei pääse tulemaan itsekseen ohjaamon puolelle aiheuttamaan vahinkoa ja vaaratilanteita. Koirakalteri koostuu kolmesta elementistä, joista muodostuu korkeudeltaan ja leveydeltään säädettävä turvakalteri. Takapenkkien niskatukiin kiinnitettävät kalterit säästävät tilaa, kun koko tavaratila saadaan käyttö..."
"Trixie kokoontaittuva ramppi",4011905039398,99.0 EUR,https://www.retkitukku.fi/valio-kokoontaittuva-ramppi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/r/a/ramppi.jpg,new,"TRIXIE KOKOONTAITTUVA RAMPPI IÄKKÄILLE LEMMIKEILLE Muovinen kokoontaitettava ramppi, jossa anti-slip -pinnoite ja turvakorotukset reunoilla. Rampin käyttäminen on suositeltavaa iäkkäimmille lemmikeille, se suojaa lemmikin niveliä ja helpottaa nivelongelmaisen koiran autoon nousua. Ramppi on helppo pitää puhtaana. Paino on 4,5 kg Mitat 40 × 156 cm Kantavuus on 90 kg..."
"Jämpti-kalteritarha 4x4 ",5009017,0.0 EUR,https://www.retkitukku.fi/valio-kalteri-tarha.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/k/a/kalteri_1.jpg,new,"LAADUKAS KIIPEILYN ESTÄVÄ JÄMPTI KALTERIKOIRATARHA Huom! Toimitusaika tällä hetkellä n. 8 viikkoa. Jämpti 4x4 m kalteritarha on erittäin kestävä koiratarha. Jykevät 16 mm kalterit kestävä koiran hypyt seinää vasten sekä estävät kiipeilyn. Koiratarha sisältää seitsemän peruselementtiä sekä yhden ovielementin, joissa kaikissa on kuumasinkitty teräsrakenne. Elementin kehä on 25 mm x 25 mm -putkea. 99,5 cm:n korkeudella on poikkipuu, joka on noin 8 mm vahva metallitanko. Sisältää myös kaikk..."
"Jämpti kalteri ovielementti",50091,122.0 EUR,https://www.retkitukku.fi/valio-kalteri-ovielementti.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/k/a/kalteri_perus_1.jpg,new,"KESTÄVÄ JÄMPTI KALTERITARHA ESTÄÄ KIIPEILYN  Huom! Toimitusaika tällä hetkellä n. 8 viikkoa. Kiipeämisen estämiseksi Jämpti kalterielementin seinä koostuu kaltereista verkon sijaan. Kalteritarhan elementit ovat kestävää kuumasinkittyä ja jauhepolttomaalattua terästä. Kehä on pyöreää putkea, josta voit rakentaa minkä muotoisen tarhan tahansa. Jämpti kalteritarha kestää kovempaakin käyttöä! Kalterikoiratarhaa toimitetaan myös täydellisenä elementtisarjana, joka on helppo kasata. Esimerkik..."
"Jämpti kalteri peruselementti",KPERUS,91.0 EUR,https://www.retkitukku.fi/valio-kalteri-peruselementti.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/k/a/kalteri_perus.jpg,new,"JÄMPTI KALTERITARHA KOIRAN TURVAKSI Huom! Toimitusaika tällä hetkellä n. 8 viikkoa. Kiipeämisen estämiseksi Jämpti-elementin seinä koostuu kaltereista verkon sijaan. Kalteritarhan elementit ovat kestävää kuumasinkittyä ja jauhepolttomaalattua terästä. Kehä pyöreää putkea, josta voit rakentaa minkä muotoisen tarhan tahansa. Jämpti-kalteritarha kestää kovempaakin käyttöä! Toimitetaan myös täydellisenä elementtisarjana, joka on helppo kasata. Esimerkiksi 4 m x 4m tarha sisältää kiinnitysta..."
"Premium  Duo 41Tx2 vakuumipakkaaja",HVC41TX2,799.0 EUR,https://www.retkitukku.fi/premium-duo-41tx2-vakuumipakkaaja.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/productno_selection,new,"Premium Duo 41Tx2 vakuumipakkaaja..."
"Jämpti lämpöeristetty koirankoppi Harmaa",50055,699.0 EUR,https://www.retkitukku.fi/valio-lampoeristetty-koirankoppi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/valio_koppi.jpg,new,"LÄMPÖERISTETTY HARMAA JÄMPTI KOIRANKOPPI Kotimaisen Jämpti-koirankopin ominaisuudet on suunniteltu Suomen sääolosuhteisiin. 50 mm paksuiset tuplaseinämät styreenieristyksellä pitävät kylmän loitolla. Kopin pohjassa on valmis läpivienti patterilämmittimelle. Helposti nostettava koppiosa auttaa koiran makuutilan puhdistamisessa, ja esimerkiksi kopin puhdistaminen painepesurilla on näin ollen erittäin helppoa. Liukastumisten välttämiseksi lattiaosa sekä kopin katto on karhennettu. Katto on..."
"ProBooster Adult Sport Chicken 15kg",6430031876352,59.0 EUR,https://www.retkitukku.fi/probooster-adult-sport-chicken-15kg.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/p/r/probooster_adult_sport_chicken.jpg,new,"PROBOOSTER SPORT TÄYSRAVINTO ERITTÄIN AKTIIVISILLE KOIRILLE ProBooster Sport -täysravinto on kehitetty aktiivisten tai työtätekevien koirien vaativiin ravitsemustarpeisiin sopiviksi. Ruoan korkea rasva- ja valkuaispitoisuus antaa koiralle runsaasti energiaa. Kanapohjainen ruoka sisältää 60 % kanaa. 32 % proteiinia 20 % rasvaa Erityisesti työtätekeville tai kilpaileville koirille Pitkäkestoista energiaa rasvoista..."
"ProBooster Adult Maxi Chicken 15 kg",6430031876338,54.0 EUR,https://www.retkitukku.fi/probooster-adult-maxi-chicken-15-kg.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/p/r/probooster_adult_maxi_chicken.jpg,new,"PROBOOSTER ADULT MAXI CHICKEN SUURTEN ROTUJEN AIKUISILLE KOIRILLE ProBooster Adult Maxi -koiranruoka täyttää suurten rotujen täysikasvuisten koirien ravitsemukselliset tarpeet. Ruoan proteiininlähteenä toimi kana, jota ruoassa on jopa 53 %. 25 % proteiinia 13 % rasvaa Erityisesti suurille roduille..."
"ProBooster Adult Mini & Medium Chicken 15kg",6430031876314,53.0 EUR,https://www.retkitukku.fi/probooster-adult-mini-medium-chicken-15kg.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/p/r/probooster_adult_mini_medium_1.jpg,new,"PROBOOSTER ADULT MINI &amp; MEDIUM CHICKEN - PIENILLE JA KESKIKOKOISILLE KOIRARODUILLE ProBooster Adult Mini &amp; Medium on kehitetty erityisesti pienten ja keskikokoisten rotujen aikuisten koirien ravitsemustarpeisiin sopivaksi. Kananlihapohjaisessa täysravinnossa on 25% proteiineja ja 15% rasvaa, mikä antaa koirallesi sopivasti energiaa pitkin päivää. 25% proteiineja 15% rasvaa Kananlihapohjainen Sopii pienille ja keskikokoisille koirille..."
"Riistakameran Puukiinnike",TREEMOUNT,14.9 EUR,https://www.retkitukku.fi/riistakameran-puukiinnike.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/p/u/puukiinnike.jpg,new,"RIISTAKAMERAN PUUKIINNIKE Erittäin kätevä metallinen riistakameran puukiinnike. Ruuvikierteellä varustettu kiinnike on helppo ruuvata puuhun tai puumateriaaliin kuten talon seinään juuri haluamallesi kohtaan ja korkeudelle. Tämän jälkeen riistakamera voidaan kiinnittää jalustaan pohjasta. Yhteensopiva Burrel, Uovision ja Scout Guard kameroiden kanssa..."
"Jämpti- lämmitettävä koiran juomakuppi",50054,135.0 EUR,https://www.retkitukku.fi/jampti-lammitettava-koiran-juomakuppi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/j/_/j_mpti-l_mmitett_v_-koiran-juomakuppi.jpg,new,"LÄMMITETTÄVÄ KOIRAN JUOMAKUPPI Erittäin kätevän Jämptin lämmitettävän juomakupin avulla varmistat, että lemmikkisi juomavesi pysyy sulana kovillakin pakkasilla. Juoma-astiassa on sisäänrakennettu termostaatti - vesi ei pääse kuumenemaan liikaa eikä näin myöskään haihtumaan pois. Juoma-astia on integroituna seinätelineeseen ja se on helppo kiinnittää seinämateriaaliin siihen sopivin ruuvein (eivät sisälly toimitukseen).  Kupin vetoisuus 2,8 l Syvyys (sisäpuolelta) 9,5 cm, korkeus 11,5 cm..."
"Softcare eläintilojen tehopesu 500 ml",6416977713548,24.9 EUR,https://www.retkitukku.fi/softcare-elaintilojen-tehopesu-500-ml.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/t/e/tehopesu.jpg,new,"Käyttövalmis tehopesuaine eläintiloille! Softcare Eläintilojen tehopesu on uusi tehokas pesuaine, joka on kehitetty erityisesti eläinten kasvatustilojen pesuun. Se sopii myös eritteiden ja vaikean lian puhdistamiseen erilaisilta pinnoilta ja välineistä. Ympäristöä vähän kuormittava ja biologisesti hajoava helppokäyttöinen tuote. Likaa tehokkaasti irrottava tensidiseos. Esikastele pinta tarvittaessa, suihkuta pesuaine, harjaa ja huuhtele...."
"Nightmonster HID hakuvalo - 2800 lm",HID2800,149.0 EUR,https://www.retkitukku.fi/nightfighter-hid-xenon-hakuvalo.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/h/i/hid_01.jpg,new,"2800 LUMENIN LADATTAVA HID XENON ""SUPERVALAISIN"" VAATIVALLE KÄYTTÄJÄLLE Tämä hurjan tehokas hakuvalo lyö laudalta useimmat LED-valaisimet. Valaisimen mukana toimitetaan verkko- ja autolaturi, joilla lataaminen onnistuu helposti myös reissussa. Mukana myös kätevä kantohihna sekä kestävä alumiininen säilytyssalkku. Nightmonster HID Xenon hakuvalon tärkeimmät ominaisuudet: Valtava 2800 lm valoteho 1 x HID Xenon polttimo Säädettävä valokeila 2 eri valotehoa (2800 lm ja 2200 lm) Kantama jopa..."
"Nitecore SRT7 - 960 lm",6952506400973,79.9 EUR,https://www.retkitukku.fi/nitecore-srt7-taskulamppu.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/r/srt7.jpg,new,"Tehokas 960 lm valaisin täynnä uskomatonta tekniikkaa! Nitecore SRT7 valaisimen tärkeimmät ominaisuudet: Portaaton valotehon säätö 1–960 lm CREE XM-L2 (T6) LED + moniväriledit Huikea 960 lm valoteho ja 308 m kantana Älykäs virtapiiri ja virtatasonilmaisin Jopa 2–200h akunkesto Vesitiivis IPX-8 Käyttää 1x18650 akkua (ei sis. pakettiin) Mitat 158 x 40 x 25.4 mm Paino 173 g (ilman akkua) Nitecore SRT7 sisältää melkoisen määrää uskomatonta tekniikkaa pienessä koossa. Voit säätää portaattoma..."
"3G/4G sisäantenni magneettijalalla",6490000000904,49.9 EUR,https://www.retkitukku.fi/3g-4g-sisaantenni-magneettijalalla.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/m/a/mag_lores.jpg,new,"100% tyytyväisyystakuu – kokeile antennia 14 vrk ja palauta ilmaiseksi jos et ole tyytyväinen! Tämä tehoantenni sopii suoraan kaikkiin yleisimpiin nettitikkuihin! Pienikokoinen mutta tehokas 5-7 dBi sisäantenni magneettijalalla. Toimii hyvin 3G/4G verkossa ja voit käyttää sitä niin kotona, mökillä kuin matkoilla vahvistamaan nettitikun tai modeemin signaalia. Sisältää 1 m pituisen kaapelin SW9 -kulmaliittimellä. Antenni sopii suoraan Sierra Wireless ja uusimpiin Huawei 4G -nettitikkuihi..."
"Metsästäjän ensiapupakkaus",6643002286047,24.9 EUR,https://www.retkitukku.fi/metsastajan-ensiapupakkaus.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/n/ensiapu_metsastaja.jpg,new,"Ensiapupakkaus tuo turvaa metsästysreissulle! Metsästäjän ensiapupakkaus sopii hyvin reppuun pienen kokonsa ansiosta. Pakkaus on kooltaan 15 x 11 x 5 cm. Sisältö: Palovammageeli Lämpöpeite Ensiapuohje Sidontatarvikkeita haavojen sitomiseen Muut pienemmät ensiaputarvikkeet..."
"Koiran ensiapupakkaus",1643002286004,24.9 EUR,https://www.retkitukku.fi/koiran-ensiapupakkaus.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/k/o/koira_ensiapu.jpg,new,"Koiran ensiapupakkaus tuo turvaa koiran kanssa liikkumiseen! Jokaisen koiranomistajan peruspakkaus. Sisältää sekä koirille että ihmisille soveltuvia ensiaputarvikkeita. Pakkauksesta löytyvät mm. sidontatarvikkeet, punkkipihdit ja lämpöpeite. Pakkauksen koko 15 x 11 x 5 cm..."
"Garmin Montana MP/mönkijäteline",010-11654-01,49.9 EUR,https://www.retkitukku.fi/garmin-montana-mpteline.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/m/p/mp_teline.jpg,new,"Hyödynnä Montana™-laitteen monipuolisuus. Kiinnitä Montana-laite moottoripyörään tai mönkijään ja ota se mukaan matkalle. Sarja sisältää telineen, tarvikkeet (AMPS-varsi/pallokanta erikseen) ja johdon, jossa on paljaat virta-/ääni-/datajohtimet. Se sisältää myös häikäisyä estävät näytönsuojukset...."
"Skilhunt K26 ladattava - 1000 lm",SHK26RCH,69.0 EUR,https://www.retkitukku.fi/skilhunt-k26-ladattava-taskulamppu.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/k/2/k26_taskulamppu.png,new,"Skilhunt K26 ladattavan tehovalaisimen tärkeimmät ominaisuudet: Huikea jopa 1000 lm valoteho CREE XM-L2 LED Kantama jopa 350m Pistokeladattava Tehokas jäähdytinrunko säilyttää paremmin valotehon Upotusvesitiivis IPX-8, iskun- ja rekyylinkestävä Toimii 26650 4500 mAh 3.7V akulla UUTUUS! Skilhunt K26 on pienikokoinen mutta sitäkin tehokkaampi pistokeladattava tehovalaisin. Järkyttävä 1000 lm valoteho ja jopa 350 m kantama erittäin kompaktissa koossa. Pakettiin sisältyy verkkopistokkeen li..."
"Ansmann USB-autolaturi",5711013,14.9 EUR,https://www.retkitukku.fi/ansmann-usb-autolaturi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/a/n/ansmann_autolaturi.jpg,new,"Ansmann Dual USB-autolaturin tiedot: Lataa puhelimet, tabletit, koirakamerat, asekamerat jne. helposti autossa tupakansytyttimestä Kaksi USB-porttia mahdollistaa 2 laitteen lataamisen samaan aikaan 5V 1000mA ulostulo Ansmann USB-autolaturilla lataat puhelimet, tabletit, asekamerat, koirakamerat jne. kätevästi. Verkkopistokkeessa on 2xUSB-portteja, joten kahden laitteen lataaminen on myös mahdollista yhtäaikaa. Ei sisällä USB-kaapeleita...."
"Ansmann USB-verkkolaturi",4013674009046,19.9 EUR,https://www.retkitukku.fi/ansmann-usb-verkkolaturi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/a/n/ansmann.jpg,new,"Ansmann Dual USB-verkkolaturin tiedot: Lataa puhelimet, tabletit, koirakamerat, asekamerat jne. helposti Kaksi USB-porttia mahdollistaa 2 laitteen lataamisen samaan aikaan 5V 1000mA ulostulo Ansmann USB-verkkolaturilla lataat puhelimet, tabletit, asekamerat, koirakamerat jne. kätevästi. Verkkopistokkeessa on 2xUSB-portteja, joten kahden laitteen lataaminen on myös mahdollista yhtäaikaa. Ei sisällä USB-kaapeleita...."
"Skilhunt K11 - 480 lm",6956471900490,69.0 EUR,https://www.retkitukku.fi/skilhunt-k11-tehovalaisin.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/k/1/k11.jpg,new,"Skilhunt K11 tehovalaisimen tärkeimmät ominaisuudet: Suuri jopa 480lm valoteho CREE XM-L LED Kantama jopa 186m Tehokas jäähdytinrunko säilyttää paremmin valotehon Upotusvesitiivis IPX-8, iskunkestävä Toimii 2xCR123A paristoilla tai 1x18650 akulla Erittäin pienikokoinen (129x25,4mm) ja kevyt 120g UUTUUS! Erittäin tehokas mutta pienikokoinen taskulamppu, jossa on suuri 480lm valoteho ja jopa 186m kantama. Tämä valaisin kulkee helposti mukana taskussa tai autossa ja on saatavilla kun sitä ..."
"Zodiac Easy Hunt II 68 ",7036093022103,199.9 EUR,https://www.retkitukku.fi/zodiac-easy-hunt2-vhf-puhelin.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/z/o/zodiac_easyhunt2.jpg,new,"HELPPOKÄYTTÖINEN ZODIAC EASY HUNT II VHF-PUHELIN Suosittu metsästäjän Zodiac Easy Hunt II VHF-puhelin monipuolisilla ominaisuuksilla sinulle, joka kaipaat helppokäyttöisyyttä ja erinomaista suorituskykyä. Erittäin pitkä, jopa 5 - 7 kilometrin kuuluvuus suurimman sallitun lähetystehon ansiosta. Suomenkielinen valikko ja monipuoliset toiminnot, esimerkiksi säädettävä kohinasalpa, kanavahaku ja pilot -äänet, tekevät Zodiac Easy Hunt II:sta yhden markkinoiden helppokäyttöisimmistä radiopuhe..."
"DC 50 panta Garmin Astroon",010-01133-11,279.0 EUR,https://www.retkitukku.fi/dc-50-panta-garmin-astroon.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/d/c/dc50.jpg,new,"PÄIVITÄ VANHA ASTRO 320 HUIPPU-TEHOKKAALLA DC50 PANNALLA! 30% PAREMPI KANTAMA (14.5 km)! Garmin DC50 GPS-koirapannan tärkeimmät ominaisuudet: Jopa 30% parempi kantama, 14.5 km tasasessa maastossa Täysin vesitiivis DC50 panta jopa 10 m asti 20% pidempi virrankesto uudessa päivitetyssä Astro 320 vastaanottimessa Koiran sijainnin päivitys jopa 5 s välein, seisontahälytys äänimerkillä Erittäin tarkka GPS ja GLONASS paikannus Uusittu Garmin DC 50 panta on nyt entistä toimintavarmempi jopa 30..."
"CR2 3V lithium-paristo",4008496537365,5.9 EUR,https://www.retkitukku.fi/cr2-3v-lithiumparisto.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/c/r/cr2.jpg,new,"Laadukas ja pitkäkestoinen CR2 3V lithium -paristo. Paristo sopii kaikkiin CR2 3V lithium -paristoa käyttäviin elektronisiin laitteisiin kuten: Burrel XT PRO golf- ja metsästysetäisyysmittari Apresys Powerline 800 etäisyysmittari..."
"Trangia Kahvipannu 0,6 l",200325,14.9 EUR,https://www.retkitukku.fi/trangia-kahvipannu-06.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/3/2/324_1_1.jpg,new,"TRANGIA KAHVIPANNU 0,6 L Laadukas alumiininen kahvipannu Trangian 27 -malleille. Tilavuus 0,6 l Paino 140 g..."
"Trangia Kahvipannu 0,9 l",200245,17.0 EUR,https://www.retkitukku.fi/trangia-kahvipannu-09.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/3/2/324_1.jpg,new,"TRANGIA KAHVIPANNU 0,9 L Laadukas alumiininen kahvipannu Trangian 25 -malleille. Tilavuus 0,9 l Paino 190 g..."
"Trangia Kahvipannu 1,4 l",200324,18.0 EUR,https://www.retkitukku.fi/trangia-kahvipannu-14.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/3/2/324.jpg,new,"TRANGIA KAHVIPANNU 1,4 L Laadukas alumiininen kahvipannu Trangian 25 -malleille. Tilavuus 1,4 l Paino 225 g..."
"Trangia kaasupoltin GB74",742527,49.9 EUR,https://www.retkitukku.fi/trangia-27-3-ul-keitinsarja-1.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/g/b/gb74.jpg,new,"TRANGIA KAASUPOLTIN GB74 Trangian kaasupoltin sopii suoraan spriipolttimen paikalle 25 ja 27 malleihin. Kaasupoltin on tärkein lisävaruste Trangian omistajalle! Etenkin kylmällä kelillä ruoka valmistuu huomattavasti nopeammin kuin spriipolttimella. Poltin voidaan yhdistää helposti esimerkiksi Primuksen -retkikaasupulloihin. Mukana suojapussi. Paino 170 grammaa...."
"Antennin jatkokaapeli",ATCABLE,19.9 EUR,https://www.retkitukku.fi/antennin-jatkokaapeli.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/k/a/kaapeli.jpg,new,"Tätä matalahäviöistä jatkokaapelia voidaan käyttää antennin asennuksissa, joissa tarvitaan lisäkaapelia. Jos haluat liittää antennin nettitikkuun, hanki lisäksi Huawei tai Sierra/ZTE nettitikun adapteri. Tämä kaapeli käy suoraan Huawei B593 -reitittimeen.   Pituus: 2.5 m, 5 m tai 10 m Liitännät: SMA (m) ja SMA (f)..."
"Seinäteline tehoantennille",WALLMOUNT,24.9 EUR,https://www.retkitukku.fi/ulkoisen-antennin-seinateline.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/e/seinateline_low.jpg,new,"Tällä seinätelineellä kiinnität antennin kätevästi ulkoseinään. Antenni on helppo kiristää telineen putkirunkoon sekä suunnata. Sisältää myös kiinnitysruuvit ja proput...."
"Nettitikun antenniadapteri Sierra/ZTE",C74SJ010TS9S,19.9 EUR,https://www.retkitukku.fi/antenni-adapteri-sierra-zte.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/c/7/c74sj010ts9s_antenniadapteri_sierra_zte.jpg,new,"Tällä antenniadapterilla voidaan liittää 3G/4G suunta-antenni ZTE/Sierra -nettitikkuun (yleisimmät DNA:n nettitikut ja mokkulat).   Pituus: 100mm Kaapelityyppi: RG174 Liitännät: SMA (f) – TS9 (m)..."
"Booster Basic 15kg koiran täysravinto",6430031870022,39.0 EUR,https://www.retkitukku.fi/booster-basic-15kg.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/b/o/booster_basic_1.gif,new,"BOOSTER BASIC KOIRAN TÄYSRAVINTO NORMAALIAKTIIVISILLE AIKUISILLE KOIRILLE Booster Basic on täysravinto, joka sopii kaikkien rotujen täysikasvuisille koirille. Ruoan lihapitoisuus on korkea (44 %) ja pääraaka-aine on korkealaatuinen kananliha. Hiilihydraattilähteenä toimii riisi ja Omega 3- ja 6 -rasvahapot, biotiini ja hivenaineet pitävät koiran ihon ja turkin hyvässä kunnossa. Mannanoligosakkaridit tehostavat ruoansulatuksen ja suoliston toimintaa edistämällä terveen suolistoflooran ka..."
"Booster Puppy 15kg koiran täysravinto",6430031870015,44.0 EUR,https://www.retkitukku.fi/booster-puppy-15kg.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/b/o/booster_puppy.gif,new,"BOOSTER PUPPY KOIRAN TÄYSRAVINTO PENNUN TERVEESEEN KEHITYKSEEN Booster Puppy -täysravinto tarjoaa ihanteellisen perustan koiranpennun tasapainoiseen kasvuun ja kehitykseen. Ruoassa on korkea lihapitoisuus (44 %) ja proteiininlähteenä toimii korkealaatuinen kananliha. Biotiini, hivenaineet ja Omega 3- ja 6 -rasvahapot pitävät koiranpennun ihon ja turkin hyvässä kunnossa. Ruoan oikea kalsium-fosforisuhde tukee hampaiden ja luuston tervettä kehitystä. Mannanoligosakkaridit tehostavat ruoan..."
"Seinärasiakaapelisarja ulkoantennille",SRL-1,35.0 EUR,https://www.retkitukku.fi/ulkoisen-antennin-seinarasiakiinnike.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/e/seinarasiakiinnike.jpg,new,"Tällä kaapelisarjalla voidaan asentaa ulkoinen antenni talon sisälle seinärasiaan. Sisältää kulmaliittimen, jolla antennikaapeli saadaan ohjattua nätisti seinän sisäpuolelle.   Pituus: 150mm Liitännät: 2 x SMA (f) ja kulmaliitin 2 x SMA (m)..."
"Topo Suomi V3 Light Koko Suomi",010-11991-00,69.0 EUR,https://www.retkitukku.fi/topo-suomi-v3-koko-suomi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/g/a/garmin_topo_suomi_v3d_1.jpg,new,"TOPO SUOMI V3 LIGHT KOKO SUOMI KARTTA Yksityiskohtainen maastokartta-aineisto 1:5 000 – 1:10 000 Pohjautuu Maanmittauslaitoksen tuoreeseen aineistoon Toimitetaan täysin käyttövalmiina micro-SD -muistikortilla Reitittävä katukartasto osoitehaulla Haku paikannimillä Suunnittele ja analysoi reittisi BaseCamp -ohjelmalla (PC/Mac)..."
"Nettitikun antenniadapteri Huawei",5019738069802,19.9 EUR,https://www.retkitukku.fi/antenni-adapteri-huawei.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/c/7/c74-sj-015-crc9_antenniadapteri_huawei.jpg,new,"Tällä antenniadapterilla voidaan liittää 3G/4G suunta-antenni Huawei -nettitikkuun.   Pituus: 150mm Kaapelityyppi: RG174 Liitännät: SMA (f) – CRC9 (m)..."
"Sonera Perus 21 Mbit/s + Huawei E3276 24kk",PERUSE3276,0.0 EUR,https://www.retkitukku.fi/sonera-liikkuva-laajakaista-teho-2.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/o/sonera_liikkuva_1_1_2_1_1_1_1.jpg,new,"Sonera liikkuva laajakaista perus toimii 4G -yhteydellä ja tarjoaa max. 100 Mbit/s tiedonsiirtonopeuden. Käytössäsi on rajaton tiedonsiirtomäärä Soneran nopeimmissa 3G ja 4G verkoissa joka kuukausi. Erittäin nopean yhteyden avulla voit seurata vaikkapa suosikkisarjoja netistä. Nyt vain 29,90€/kk. Edun kesto 24kk. Aidon 4G -yhteyden käyttämiseksi tarvitset myös 4G LTE -päätelaitteen. *) Liittymän avaukseen tarvitaan aina liittymän haltijan henkilötunnus. Täytä henkilötunnuksesi viereisee..."
"Sonera Plus 50 Mbit/s + Huawei E5776 24kk",PLUSE5776,0.0 EUR,https://www.retkitukku.fi/sonera-liikkuva-laajakaista-teho-1.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/o/sonera_liikkuva_1_1_2_1_1_1.jpg,new,"Sonera liikkuva laajakaista perus toimii 4G -yhteydellä ja tarjoaa max. 100 Mbit/s tiedonsiirtonopeuden. Käytössäsi on rajaton tiedonsiirtomäärä Soneran nopeimmissa 3G ja 4G verkoissa joka kuukausi. Erittäin nopean yhteyden avulla voit seurata vaikkapa suosikkisarjoja netistä. Nyt vain 29,90€/kk. Edun kesto 24kk. Aidon 4G -yhteyden käyttämiseksi tarvitset myös 4G LTE -päätelaitteen. *) Liittymän avaukseen tarvitaan aina liittymän haltijan henkilötunnus. Täytä henkilötunnuksesi viereisee..."
"Sonera Teho 100 Mbit/s + Huawei E5776 24kk",TEHOE5776,0.0 EUR,https://www.retkitukku.fi/sonera-liikkuva-laajakaista-teho.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/o/sonera_liikkuva_1_1_2_1_1.jpg,new,"Sonera liikkuva laajakaista perus toimii 4G -yhteydellä ja tarjoaa max. 100 Mbit/s tiedonsiirtonopeuden. Käytössäsi on rajaton tiedonsiirtomäärä Soneran nopeimmissa 3G ja 4G verkoissa joka kuukausi. Erittäin nopean yhteyden avulla voit seurata vaikkapa suosikkisarjoja netistä. Nyt vain 29,90€/kk. Edun kesto 24kk. Aidon 4G -yhteyden käyttämiseksi tarvitset myös 4G LTE -päätelaitteen. *) Liittymän avaukseen tarvitaan aina liittymän haltijan henkilötunnus. Täytä henkilötunnuksesi viereisee..."
"Aito 4G Max Nettipaketti + Tehoantenni",TEHOB593,148.9 EUR,https://www.retkitukku.fi/4g-aito-max-nettipaketti-ja-antenni.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/a/i/aito_4g.jpg,new,"Käyttövalmis paketti! Erittäin nopea max. 150 Mbit/s mobiililaajakaista kotiin, mökille tai toimistoon. 150 Mbit/s Tehopaketti sisältää:   Sonera Aito 4G Max Mobiililaajakaista max. 150 Mbit/s 29,90€/kk 24kk sopimus   Huawei B593 4G -reititin 9,50€/kk 24kk sopimus   4G -tehoantenni (1710-2700 MHz) 148,90€ kertamaksulla Sopimuskauden kokonaishinta liittymälle ja reitittimelle 945,60€ 24kk ajalta. Lisäksi tehoantenni veloitetaan kertamaksuna 148,90€. Tarkista liittymän kuuluvuus alueellas..."
